title,author,rating,genres
the stars shine down,sidney sheldon,7.44,thriller
green mansions,william henry hudson,7.4,fantasy
"zodiac (zodiac, #1)",romina russell,7.44,fantasy
the oldest dance,misba,9.18,fantasy
a perfect spy,john le carré,7.98,thriller
a handful of dust,evelyn waugh,7.8,comedy
"barrayar (vorkosigan saga, #7)",lois mcmaster bujold,8.58,science fiction
honor,elif shafak,8.24,history
"foul lady fortune (foul lady fortune, #1)",chloe gong,8.6,fantasy
cryer's cross,lisa mcmann,7.46,fantasy
"the shadows (black dagger brotherhood, #13)",j.r. ward,8.58,horror
"moonblood (tales of goldstone wood, #3)",anne elisabeth stengl,8.66,fantasy
open,andre agassi,8.6,documentary
prisoner b-3087,alan gratz,8.9,history
"the dante club (the dante club, #1)",matthew pearl,6.82,mystery
phenomenology of spirit,georg wilhelm friedrich hegel,7.92,documentary
"the nine tailors (lord peter wimsey, #9)",dorothy l. sayers,8.06,mystery
"the gift (witch & wizard, #2)",james patterson,7.56,fantasy
"the complete hush, hush saga: hush, hush / crescendo / silence / finale (hush, hush #1-4)",becca fitzpatrick,8.84,fantasy
"blood for blood (ziba mackenzie, #1)",victoria selman,7.56,mystery
lore,alexandra bracken,7.54,fantasy
a touch of savagery (touch #2),julie mannino,8.88,fantasy
smoke and mirrors: short fiction and illusions,neil gaiman,8.04,fantasy
ask and it is given: learning to manifest your desires,esther hicks,8.38,documentary
the immortalists,chloe  benjamin,7.42,fantasy
"why they stay: sex scandals, deals, and hidden agendas of nine political wives",anne  michaud,8.62,documentary
"aru shah and the end of time (pandava, #1)",roshani chokshi,8.2,fantasy
conquer your deliverance: how to live a life of total freedom,ramirez,8.64,documentary
1984,george orwell,8.38,science fiction
"dance of the gods (circle trilogy, #2)",nora roberts,8.34,romance
thirteen moons,charles frazier,7.46,history
mirror image,sandra       brown,8.1,romance
john lennon: the life,philip norman,8.06,documentary
"fantasy in death (in death, #30)",j.d. robb,8.56,mystery
under a painted sky,stacey  lee,7.96,history
nine perfect strangers,liane moriarty,7.1,mystery
"sins of the night (dark-hunter, #7)",sherrilyn kenyon,8.34,romance
the dreamers,gilbert adair,7.24,history
"gates of paradise (blue bloods, #7)",melissa de la cruz,8.16,fantasy
deerskin,robin mckinley,7.84,fantasy
"the unwanted wife (unwanted, #1)",natasha anders,7.6,romance
the last valentine,felix alexander,8.14,romance
"perfect (flawed, #2)",cecelia ahern,8.4,science fiction
everything and a happy ending,tia shurina,8.56,documentary
"the many-coloured land (saga of pliocene exile, #1)",julian  may,8.14,science fiction
"twelfth grade kills (the chronicles of vladimir tod, #5)",heather brewer,8.66,fantasy
moonwalking with einstein: the art and science of remembering everything,joshua foer,7.76,documentary
"golden trail (the 'burg, #3)",kristen ashley,8.62,romance
"the matarese circle (matarese, #1)",robert ludlum,8.14,thriller
"among the brave (shadow children, #5)",margaret peterson haddix,8.3,science fiction
look back in anger,john osborne,7.12,drama
an anonymous girl,greer hendricks,7.62,thriller
adam și eva,liviu rebreanu,8.32,romance
"remember me (remember me, #1-3)",christopher pike,8.26,horror
"beginnings: obsidian & onyx (lux, #1-2)",jennifer l. armentrout,9.1,fantasy
"men of the otherworld (otherworld stories, #1)",kelley armstrong,8.54,fantasy
the hunger games: official illustrated movie companion,kate egan,9.04,science fiction
في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,6.58,romance
my beloved,t.m. mendes,7.7,fantasy
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
way to be!: 9 ways to be happy and make something of your life,gordon b. hinckley,9.18,documentary
"flyte (septimus heap, #2)",angie sage,8.02,fantasy
julian,gore vidal,8.44,history
on the shortness of life: life is long if you know how to use it,seneca,8.38,documentary
"ellana (le pacte des marchombres, #1)",pierre bottero,9.28,fantasy
"palace of mirrors (the palace chronicles, #2)",margaret peterson haddix,7.78,fantasy
american on purpose: the improbable adventures of an unlikely patriot,craig ferguson,7.82,documentary
"broken (will trent, #4)",karin slaughter,8.34,mystery
leon the lion,julie mannino,9.24,fantasy
sacajawea,anna lee waldo,8.5,history
"my fair godmother (my fair godmother, #1)",janette rallison,7.86,fantasy
"fragments (partials sequence, #2)",dan wells,8.2,science fiction
the given day (coughlin #1),dennis lehane,8.12,history
the nightingale and the rose,oscar wilde,8.58,fantasy
when god was a rabbit,sarah winman,7.52,family
one,richard bach,7.88,documentary
the round house,louise erdrich,7.94,history
la casa de bernarda alba,federico garcía lorca,7.68,drama
"to green angel tower (memory, sorrow, and thorn, #3)",tad williams,8.4,fantasy
"of triton (the syrena legacy, #2)",anna banks,7.92,fantasy
"the jasmine throne (the burning kingdoms, #1)",tasha suri,8.32,fantasy
"the absolute sandman, volume 4",neil gaiman,9.38,animation
the tenderness of wolves,stef penney,7.46,history
"a pocket full of rye  (miss marple, #7)",agatha christie,7.84,mystery
the mist,stephen king,7.88,horror
"icefire (the last dragon chronicles, #2)",chris d'lacey,7.84,fantasy
this one summer,mariko tamaki,7.38,animation
"every last breath (the dark elements, #3)",jennifer l. armentrout,8.44,fantasy
macom farm,tom  baldwin,8.6,drama
gossamer,lois lowry,7.86,fantasy
"the wayfarer redemption (wayfarer redemption, #1)",sara douglass,7.92,fantasy
stepping heavenward,elizabeth payson prentiss,8.46,history
"the proposition (the proposition, #1)",katie ashley,8.04,romance
never let you go,chevy stevens,7.96,thriller
we disappear,scott heim,7.08,mystery
black and blue,anna quindlen,7.78,drama
"on the edge of the dark sea of darkness (the wingfeather saga, #1)",andrew       peterson,8.64,fantasy
"i was born for this (i was born for this, #1)",alice oseman,8.14,romance
the lying game,ruth ware,7.08,mystery
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"girls in pants: the third summer of the sisterhood (sisterhood, #3)",ann brashares,7.68,romance
twilight director's notebook: the story of how we made the movie based on the novel by stephenie meyer,catherine hardwicke,8.52,documentary
pathways to bliss: mythology and personal transformation,joseph campbell,8.7,fantasy
there's a boy in the girls' bathroom,louis sachar,8.02,comedy
"the hypnotist (joona linna, #1)",lars kepler,7.46,thriller
lovely trigger (tristan & danika book 3),r.k. lilley,9.02,romance
"never never: part two (never never, #2)",colleen hoover,7.96,romance
"nine minutes (nine minutes, #1)",beth flynn,8.72,drama
"starsight (skyward, #2)",brandon sanderson,8.76,science fiction
"princeps' fury (codex alera, #5)",jim butcher,8.74,fantasy
stellaluna,janell cannon,8.52,family
"point of impact (bob lee swagger, #1)",stephen hunter,8.58,thriller
beauty queens,libba bray,7.24,comedy
"ross poldark (poldark, #1)",winston graham,8.16,history
"a lot like love (fbi/us attorney, #2)",julie james,8.12,romance
trigger warning: short fictions and disturbances,neil gaiman,7.84,fantasy
the wright brothers,david mccullough,8.32,history
"one small sacrifice (shadows of new york, #1)",hilary davidson,7.9,mystery
"mistral's kiss (merry gentry, #5)",laurell k. hamilton,8.12,fantasy
waiting for you,susane colasanti,7.66,romance
complete works of oscar wilde,oscar wilde,8.96,drama
"tall, tatted and tempting (the reed brothers, #1)",tammy falkner,8.4,romance
"the unbound (the archived, #2)",victoria schwab,8.42,fantasy
the masque of the red death,edgar allan poe,8.14,horror
the postman,david brin,7.78,science fiction
the paper menagerie and other stories,ken liu,8.74,fantasy
the hating game,sally  thorne,7.84,romance
the woman warrior,maxine hong kingston,7.46,documentary
"blue dahlia (in the garden, #1)",nora roberts,8.24,romance
"wicked (pretty little liars, #5)",sara shepard,7.92,mystery
neither here nor there: travels in europe,bill bryson,7.7,documentary
perahu kertas,dee lestari,7.98,romance
shanna,kathleen e. woodiwiss,8.28,romance
"princess of the silver woods (the princesses of westfalin trilogy, #3)",jessica day george,8.12,fantasy
मृत्युंजय,shivaji sawant,9.02,fantasy
"startide rising (the uplift saga, #2)",david brin,8.08,science fiction
an unkindness of ghosts,rivers solomon,7.94,science fiction
the missing piece meets the big o,shel silverstein,8.74,animation
how to read literature like a professor,thomas c. foster,7.22,documentary
"the code of the woosters (jeeves, #7)",p.g. wodehouse,8.64,comedy
"美少女戦士セーラームーン新装版 1 (bishōjo senshi sailor moon shinsōban, #1)",naoko takeuchi,8.64,fantasy
prokleta avlija,ivo andrić,8.54,history
"the iron traitor (the iron fey: call of the forgotten, #2)",julie kagawa,8.2,fantasy
a briefer history of time,stephen hawking,8.5,documentary
dakota son,mary ramsey,8.76,drama
becoming naomi león,pam muñoz ryan,8.14,family
thou art that: transforming religious metaphor,joseph campbell,8.64,fantasy
"seeress of kell (the malloreon, #5)",david eddings,8.26,fantasy
"amari and the night brothers (supernatural investigations, #1)",b.b. alston,8.8,fantasy
we were eight years in power: an american tragedy,ta-nehisi coates,8.78,documentary
"vampire mountain (cirque du freak, #4)",darren shan,8.32,fantasy
the stolen child,keith donohue,7.46,fantasy
"julie of the wolves (julie of the wolves, #1)",jean craighead george,7.66,history
"an offer from a gentleman (bridgertons, #3)",julia quinn,7.88,romance
"finally (willow falls, #2)",wendy mass,8.36,fantasy
dream man,linda howard,8.08,romance
"the lust lizard of melancholy cove (pine cove, #2)",christopher moore,7.74,comedy
"ring (ring, #1)",kōji suzuki,7.62,horror
"the vanishing stair (truly devious, #2)",maureen johnson,8.32,mystery
"spin the dawn (the blood of stars, #1)",elizabeth lim,7.98,fantasy
the know-it-all,a.j. jacobs,7.5,documentary
"rise of empire (the riyria revelations, #3-4)",michael j. sullivan,8.72,fantasy
"nothing to lose (jack reacher, #12)",lee child,7.86,thriller
"mistress of the art of death (mistress of the art of death, #1)",ariana franklin,7.86,history
the notebooks of malte laurids brigge,rainer maria rilke,7.92,documentary
"moonraker (james bond, #3)",ian fleming,7.58,thriller
the german ideology / theses on feuerbach / introduction to the critique of political economy,karl marx,8.2,documentary
as you wish (genies #1),jackson pearce,7.36,fantasy
"brawn (new species, #5)",laurann dohner,8.36,horror
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"the doomsday key (sigma force, #6)",james rollins,8.34,thriller
"friend-zoned (friend-zoned, #1)",belle aurora,7.92,romance
magic alex and the secret history of rock and roll,harry f. macdonald,8.5,drama
old possum's book of practical cats,t.s. eliot,8.14,comedy
"'night, mother",marsha norman,7.8,drama
90 minutes in heaven: a true story of death and life,cecil murphey,7.94,documentary
"sweetheart (archie sheridan & gretchen lowell, #2)",chelsea cain,8.1,mystery
"pride mates (shifters unbound, #1)",jennifer ashley,7.78,horror
"seeking crystal (benedicts, #3)",joss stirling,8.54,fantasy
"king of sword and sky (tairen soul, #3)",c.l. wilson,8.56,fantasy
"the folk of the faraway tree (the faraway tree, #3)",enid blyton,8.66,fantasy
the diary of a nobody,george grossmith,7.38,comedy
"roses are red (alex cross, #6)",james patterson,8.14,mystery
balzac and the little chinese seamstress,dai sijie,7.28,history
ballet shoes,noel streatfeild,8.14,history
the impossible knife of memory,laurie halse anderson,7.82,romance
"jackaby (jackaby, #1)",william  ritter,7.66,fantasy
american dirt,jeanine cummins,8.74,history
waylander (the drenai saga #3),david gemmell,8.58,fantasy
the book of revelation,rupert thomson,7.12,thriller
"finger lickin' fifteen (stephanie plum, #15)",janet evanovich,8.04,mystery
"crown duel (crown & court, #1-2)",sherwood smith,8.38,fantasy
anya's ghost,vera brosgol,7.82,animation
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"fatal voyage (temperance brennan, #4)",kathy reichs,8.1,mystery
"zoo (zoo, #1)",james patterson,7.0,thriller
gallant,v.e. schwab,7.46,fantasy
"13 treasures (thirteen treasures, #1)",michelle harrison,8.1,fantasy
el caballero de la armadura oxidada,robert    fisher,7.62,fantasy
second glance,jodi picoult,7.6,mystery
jejak langkah,pramoedya ananta toer,8.76,history
"house of glass (buru quartet, #4)",pramoedya ananta toer,8.66,history
"the gravity of us (elements, #4)",brittainy c. cherry,8.68,romance
"take a hint, dani brown (the brown sisters, #2)",talia hibbert,8.06,romance
passing,nella larsen,7.86,history
the 5000 year leap,w. cleon skousen,8.54,history
"wild man (dream man, #2)",kristen ashley,8.36,romance
"beautifully damaged (beautifully damaged, #1)",l.a. fiore,7.96,romance
les jeux sont faits,jean-paul sartre,7.94,documentary
a unique kind of love,jasmine  rose,8.28,romance
spinning silver,naomi novik,8.42,fantasy
fear: trump in the white house,bob woodward,7.74,documentary
"judgment in death (in death, #11)",j.d. robb,8.72,mystery
"hunters of the dusk (cirque du freak, #7)",darren shan,8.34,fantasy
elevation,stephen king,7.3,horror
"love medicine (love medicine, #1)",louise erdrich,8.02,history
"pegasus and the origins of olympus (pegasus, #4)",kate o'hearn,8.92,fantasy
a modest proposal,jonathan swift,8.04,comedy
roomhate,penelope ward,7.74,romance
"eclipse (warriors: power of three, #4)",erin hunter,8.64,fantasy
the particular sadness of lemon cake,aimee bender,6.48,fantasy
سمفونی مردگان,عباس معروفی,8.42,drama
"all in (the naturals, #3)",jennifer lynn barnes,8.8,mystery
"the winter of the witch (the winternight trilogy, #3)",katherine arden,9.0,fantasy
theatre,w. somerset maugham,8.32,romance
"inuyasha, vol. 1: turning back time (inuyasha, #1)",rumiko takahashi,8.62,fantasy
"shattered mirror (den of shadows, #3)",amelia atwater-rhodes,8.06,fantasy
"now you see me (lacey flint, #1)",sharon j. bolton,8.08,mystery
reheated cabbage,irvine welsh,7.3,drama
wraeththu (wraeththu #1-3),storm constantine,7.88,fantasy
"spark (elemental, #2)",brigid kemmerer,8.28,horror
"ship breaker (ship breaker, #1)",paolo bacigalupi,7.5,science fiction
i'm not stiller,max frisch,8.08,documentary
